count,x1,y1,x2,y2
0,128,1286,2741,1326
1,60,1263,2762,1341
2,128,1279,2764,1331
3,110,1285,2754,1380
4,71,1288,2754,1317
5,115,1287,2756,1353
6,139,1283,2780,1356
7,105,1296,2776,1316
8,121,1276,2764,1341
9,108,1284,2798,1327
10,106,1279,2773,1337
11,113,1244,2778,1343
12,99,1305,2760,1357
13,135,1310,2763,1355
14,85,1282,2778,1342
15,157,1293,2750,1348
16,91,1250,2752,1345
17,115,1264,2760,1351
18,120,1306,2774,1358
19,134,1276,2762,1338
20,88,1275,2751,1352
21,151,1317,2767,1342
22,96,1300,2761,1333
23,109,1269,2760,1329
24,80,1258,2784,1348
25,111,1266,2784,1326
26,89,1286,2751,1358
27,103,1283,2764,1328
28,127,1306,2756,1353
29,104,1268,2731,1330
30,59,1290,2773,1333
31,109,1268,2730,1352
32,131,1302,2764,1339
33,77,1278,2757,1328
34,124,1282,2747,1322
35,86,1253,2770,1353
36,127,1252,2788,1335
37,105,1269,2778,1356
38,93,1247,2814,1346
39,119,1278,2788,1359
40,154,1258,2764,1344
41,127,1309,2772,1371
42,137,1296,2763,1373
43,100,1280,2811,1335
44,91,1253,2777,1347
45,142,1293,2773,1339
46,93,1254,2766,1340
47,115,1275,2746,1344
48,98,1295,2745,1340
49,120,1286,2748,1345
50,143,1278,2797,1377
51,97,1293,2793,1328
52,106,1316,2758,1365
53,126,1300,2766,1367
54,103,1280,2741,1350
55,93,1263,2784,1334
56,96,1276,2746,1363
57,116,1271,2724,1357
58,121,1266,2745,1364
59,103,1270,2785,1354
60,83,1258,2744,1353
61,116,1279,2783,1351
62,129,1294,2730,1355
63,133,1292,2776,1342
64,101,1275,2757,1326
65,105,1281,2754,1331
66,96,1272,2770,1339
67,138,1268,2758,1334
68,85,1285,2784,1348
69,117,1281,2766,1360
70,122,1253,2750,1376
71,88,1267,2767,1342
72,101,1264,2768,1336
73,99,1287,2733,1349
74,98,1262,2759,1346
75,163,1285,2769,1343
76,112,1283,2756,1360
77,113,1287,2732,1333
78,78,1305,2757,1344
79,103,1277,2768,1358
80,121,1266,2756,1351
81,115,1288,2760,1348
82,79,1258,2765,1354
83,143,1322,2763,1353
84,103,1291,2809,1354
85,131,1276,2766,1357
86,118,1298,2784,1367
87,117,1282,2758,1365
88,127,1280,2760,1345
89,135,1280,2780,1352
90,131,1282,2755,1390
91,144,1282,2794,1335
92,116,1273,2785,1346
93,130,1276,2783,1357
94,156,1256,2781,1381
95,123,1294,2755,1329
96,93,1288,2756,1340
97,102,1259,2780,1352
98,169,1307,2756,1330
99,119,1279,2743,1359
100,115,1273,2766,1324
101,127,1284,2786,1365
102,96,1288,2794,1319
103,121,1286,2720,1348
104,74,1285,2754,1374
105,118,1288,2738,1359
106,107,1291,2783,1340
107,143,1291,2778,1352
108,104,1279,2784,1330
109,125,1298,2810,1356
110,56,1274,2775,1352
111,66,1280,2747,1354
112,105,1289,2762,1348
113,144,1290,2776,1313
114,120,1298,2765,1334
115,134,1279,2738,1371
116,67,1249,2768,1333
117,119,1306,2745,1361
118,71,1272,2745,1324
119,136,1300,2746,1349
120,89,1296,2743,1331
121,103,1275,2796,1360
122,137,1259,2768,1323
123,83,1291,2766,1351
124,79,1291,2752,1346
125,97,1265,2755,1364
126,106,1297,2753,1357
127,143,1267,2754,1353
128,118,1287,2778,1330
129,132,1293,2767,1362
130,98,1280,2748,1342
131,144,1308,2787,1332
132,98,1277,2806,1356
133,124,1335,2776,1340
134,101,1285,2783,1335
