count,x1,y1,x2,y2
0,1800,1705,2020,1710
1,1759,1725,1978,1697
2,1760,1693,1962,1708
3,1783,1733,1987,1729
4,1745,1703,1962,1759
5,1755,1690,2014,1733
6,1786,1702,1978,1729
7,1779,1705,1971,1733
8,1762,1685,1979,1766
9,1778,1726,1962,1746
10,1713,1679,1972,1764
11,1761,1674,1997,1762
12,1729,1667,1952,1741
13,1791,1712,1893,1745
14,1785,1721,1990,1772
15,1781,1679,1935,1752
16,1795,1709,1913,1733
17,1719,1657,1951,1772
18,1770,1711,1947,1775
19,1731,1647,1879,1785
20,1722,1664,1854,1797
21,1637,1548,1877,1789
22,1687,1667,1873,1800
23,1734,1690,1903,1818
24,1779,1706,1905,1818
25,1810,1718,1841,1810
26,1791,1712,1885,1834
27,1836,1725,1947,1876
28,1746,1697,1984,1849
29,1607,1496,1904,1816
30,1749,1660,1776,1672
31,1794,1677,1887,1776
32,1811,1655,1902,1824
33,1822,1653,1890,1832
34,1800,1661,1759,1741
35,1747,1603,1761,1763
36,1790,1669,1758,1823
37,1774,1637,1780,1813
38,1804,1635,1755,1835
39,1766,1615,1853,1873
40,1641,1491,1835,1853
41,1811,1679,1814,1885
42,1807,1642,1873,1902
43,1794,1688,1854,1926
44,1825,1683,1803,1970
45,1817,1682,1826,1972
46,1742,1691,1784,1963
47,1775,1683,1761,2003
48,1751,1755,1744,1980
49,1816,1708,1785,1945
50,1767,1757,1757,2001
51,1756,1741,1797,1981
52,1834,1790,1806,1986
53,1856,1777,1873,1999
54,1893,1804,2140,2151
55,1721,1721,2228,2292
56,1825,1700,2163,2285
57,2017,1859,2117,2240
58,1974,1858,1921,2360
59,2044,1870,1769,2476
60,1982,1880,1812,2385
61,1899,1757,1817,2255
62,2117,1907,1802,2221
63,2041,1883,1725,2145
64,2044,1966,1712,2113
65,2064,1952,1691,2083
66,2126,1965,1715,2078
67,2124,1997,1772,2110
68,2123,1959,1762,2123
69,2038,1968,1807,2117
70,1922,1897,1809,2122
71,1973,1875,1759,2083
72,2031,1902,1767,2070
73,2024,1941,1761,2093
74,2021,1858,1772,2100
75,1970,1960,1731,2141
76,2004,1937,1761,2153
77,1879,1877,1759,2169
78,1971,1914,1760,2153
79,1901,1851,1762,2139
80,1980,1927,1776,2153
81,1936,1904,1781,2122
82,1887,1906,1740,2159
83,1940,1957,1748,2169
84,1928,1936,1774,2183
85,1879,1960,1762,2180
86,1924,1964,1747,2193
87,1928,1955,1844,2210
88,1972,1986,1776,2193
89,1979,1994,1725,2174
90,2026,2021,1722,2163
91,1984,2017,1747,2159
92,2065,2034,1721,2163
93,2058,2044,1701,2164
94,2025,2046,1669,2167
95,2070,2108,1694,2187
96,2107,2134,1681,2133
97,2111,2111,1661,2114
98,2136,2136,1639,2130
99,2068,2142,1625,2145
100,2040,2165,1661,2178
101,2101,2129,1601,2148
102,2075,2165,1536,2141
103,2057,2200,1538,2146
104,2012,2195,1538,2144
105,2083,2203,1599,2165
106,2116,2209,1505,2117
107,2113,2217,1472,2141
108,2101,2196,1307,2013
109,2044,2228,1463,2098
110,2016,2271,1532,2124
111,1952,2216,1563,2154
112,1802,2353,1578,2145
113,1736,2422,1572,2087
114,1701,2413,1461,2154
115,1640,2364,1560,2057
116,1647,2356,1568,2041
117,1599,2334,1566,1992
118,1641,2377,1592,1966
119,1687,2415,1613,1952
120,1586,2433,1597,1931
121,1638,2447,1569,1961
122,1635,2465,1505,2001
123,1532,2325,1494,1948
124,1478,2339,1571,1986
125,1439,2347,1614,1953
126,1440,2308,1501,2027
127,1511,2322,1406,2030
128,1478,2317,1451,2056
129,1408,2301,1513,2106
130,1415,2255,1437,2013
131,1463,2270,1348,2014
