count,x1,y1,x2,y2
0,5685,5789,5592,5699
1,5645,5771,5634,5700
2,5627,5776,5668,5768
3,5660,5773,5770,5919
4,5810,5875,5794,5895
5,5752,5870,5769,5890
6,5914,5976,5747,5862
7,5783,5889,5807,5844
8,5785,5897,5742,5929
9,5804,5895,5931,6055
10,5803,5893,5788,5946
11,5802,5881,5810,5885
12,5622,6072,5629,6087
13,5639,6059,5564,6093
14,5664,6062,5606,6073
15,5723,5965,5739,5963
16,5672,5951,5750,5943
17,5688,5927,5705,5979
18,5759,5960,5768,5893
19,5772,5948,5802,5939
20,5817,5900,5787,5930
21,5775,5928,5742,5979
22,5760,5956,5768,5963
23,5784,5958,5761,5986
24,5791,6000,5824,6019
25,5731,5971,5743,5995
26,5762,6010,5737,5959
27,5764,5965,5709,5961
28,5751,5947,5741,5984
29,5767,5960,5778,5998
30,5734,5988,5723,5952
31,5749,5947,5755,5952
32,5764,6003,5765,5987
33,5748,5975,5753,5972
34,5719,5999,5780,5980
35,5774,5978,5732,5970
36,5759,6006,5761,5956
37,5760,5971,5750,6001
38,5745,6001,5743,5956
39,5741,5955,5757,5990
40,5726,5946,5752,5974
41,5740,5962,5784,5991
42,5749,5947,5768,5948
43,5726,5945,5767,5986
44,5776,5941,5767,5974
45,5772,5970,5765,5968
46,5718,5954,5770,5984
47,5768,5980,5719,5957
48,5776,6029,5719,5999
49,5738,5978,5734,5956
50,5724,5961,5719,5905
51,5726,5960,5745,5934
52,5728,5986,5716,5940
53,5718,5956,5696,5931
54,5715,5961,5681,5934
55,5918,6157,5698,5944
56,5731,5992,5718,5967
57,5708,5976,5693,5951
58,5730,5986,5931,6144
59,5732,5958,5696,5954
60,5711,5990,5710,6000
61,5709,5983,5685,5985
62,5720,5984,5727,6032
63,5719,5995,5732,6017
64,5697,5981,5667,5979
65,5683,5990,5694,5982
66,5703,5979,5691,5993
67,5695,5984,5682,5994
68,5667,5989,5684,5989
69,5667,5969,5724,6035
70,5668,5980,5684,6054
71,5705,6019,5727,6011
72,5673,6048,5655,6023
73,5670,6017,5659,6006
74,5698,6024,5696,6039
75,5696,6019,5706,6018
76,5676,6014,5683,6008
77,5688,6014,5701,5996
78,5720,6027,5669,6006
79,5681,6011,5643,5990
80,5710,6012,5688,6046
81,5653,6019,5651,5999
82,5695,6012,5679,6001
83,5716,6042,5671,6009
84,5710,6034,5712,6006
85,5680,6017,5731,6020
86,5731,6033,5686,6003
87,5707,6023,5699,6034
88,5684,5984,5683,5999
89,5717,5999,5710,6022
90,5694,5998,5698,5979
91,5696,5970,5714,5986
92,5689,5970,5698,5992
93,5726,5991,5699,5990
94,5701,6010,5729,6031
95,5716,6036,5714,6000
96,5663,6004,5682,6008
97,5677,5984,5713,6036
98,5671,6001,5655,6000
99,5684,6029,5696,6023
100,5697,6057,5675,5995
101,5723,6044,5691,6037
102,5690,6048,5715,6034
103,5696,6069,5727,6069
104,5749,6081,5705,6029
105,5683,6017,5677,6038
106,5660,6016,5679,6026
107,5684,6046,5713,6087
108,5678,6035,5703,6033
109,5638,6034,5652,6024
110,5689,6052,5697,6057
111,5693,6042,5691,6045
112,5701,6046,5638,6030
113,5657,6025,5631,6046
114,5667,6067,5635,6045
115,5606,6009,5645,6042
116,5669,6079,5656,6047
117,5660,6066,5687,6076
118,5602,6026,5642,6041
119,5636,5992,5613,6004
120,5641,6032,5601,6042
121,5617,6019,5611,6014
122,5597,6015,5671,6018
123,5632,6048,5585,6034
124,5628,6036,5600,5999
125,5630,6017,5651,6063
126,5607,6014,5643,6027
