count,x1,y1,x2,y2
0,16,2714,2449,1257
1,257,2782,2390,1260
2,38,2702,2486,1295
3,62,2705,2522,1272
4,55,2712,2505,1289
5,73,2725,2484,1285
6,54,2725,2462,1261
7,34,2704,2401,1269
8,35,2698,2471,1260
9,52,2717,2456,1246
10,40,2728,2495,1257
11,298,2799,2435,1262
12,257,2749,2443,1275
13,209,2768,2476,1286
14,266,2786,2485,1249
15,80,2710,2454,1269
16,19,2720,2448,1272
17,43,2746,2407,1240
18,32,2723,2459,1259
19,53,2738,2477,1259
20,29,2710,2436,1248
21,24,2729,2449,1261
22,57,2720,2480,1276
23,218,2799,2434,1231
24,334,2776,2440,1231
25,80,2709,2426,1250
26,53,2707,2448,1252
27,212,2760,2452,1249
28,46,2720,2502,1262
29,274,2752,2468,1268
30,50,2703,2519,1263
31,243,2778,2416,1250
32,32,2738,2480,1251
33,77,2721,2452,1268
34,58,2706,2425,1234
35,71,2726,2466,1231
36,115,2728,2463,1260
37,56,2724,2457,1260
38,59,2731,2508,1247
39,34,2717,2457,1258
40,23,2725,2468,1252
41,327,2816,2448,1271
42,44,2716,2438,1239
43,49,2692,2488,1243
44,54,2715,2456,1241
45,87,2702,2469,1262
46,31,2689,2472,1242
47,46,2718,2514,1242
48,85,2715,2489,1263
49,21,2707,2453,1260
50,82,2718,2469,1243
51,30,2695,2459,1250
52,68,2705,2453,1261
53,77,2703,2500,1251
54,38,2727,2470,1213
55,87,2711,2491,1246
56,75,2684,2452,1237
57,302,2772,2469,1246
58,66,2691,2477,1242
59,60,2725,2485,1274
60,31,2725,2493,1247
61,63,2707,2426,1227
62,254,2766,2446,1249
63,102,2703,2456,1268
64,295,2772,2466,1250
65,79,2721,2432,1235
66,39,2735,2434,1231
67,236,2756,2472,1238
68,80,2715,2486,1236
69,20,2697,2430,1234
70,73,2679,2462,1225
71,75,2696,2477,1250
72,74,2712,2456,1248
73,77,2698,2487,1237
74,87,2704,2513,1262
75,59,2728,2480,1255
76,57,2726,2453,1252
77,49,2711,2468,1285
78,27,2746,2440,1250
79,64,2746,2502,1262
80,64,2739,2472,1242
81,269,2790,2501,1270
82,69,2699,2433,1229
83,292,2804,2485,1239
84,268,2808,2479,1236
85,9,2720,2420,1241
86,86,2714,2468,1251
87,68,2731,2446,1266
88,36,2743,2456,1247
89,44,2731,2492,1266
90,37,2716,2452,1227
91,187,2747,2486,1256
