count,x1,y1,x2,y2
0,1659,1605,1406,2861
1,1653,1598,1413,2831
2,1646,1590,1398,2789
3,1621,1596,1390,2756
4,1580,1683,1383,2753
5,1627,1621,1328,2774
6,1621,1629,1341,2745
7,1613,1653,1430,2772
8,1630,1616,1383,2781
9,1579,1645,1391,2794
10,1631,1709,1344,2780
11,1700,1695,1331,2725
12,1694,1699,1327,2736
13,1724,1712,1211,2650
14,1661,1723,1043,2878
15,1687,1692,1179,2892
16,1711,1719,1106,2805
17,1743,1753,954,2645
18,1719,1768,983,2682
19,1710,1792,973,2649
20,1798,1796,967,2652
21,1746,1745,1031,2625
22,1695,1747,1053,2689
23,1704,1758,1058,2700
24,1719,1814,1021,2684
25,1769,1808,1070,2622
26,1770,1820,1058,2645
27,1783,1899,1132,2648
28,1786,1839,1087,2619
29,1700,1789,1045,2616
30,1801,1916,1048,2703
31,1715,1837,952,2682
32,1661,1843,965,2661
33,1599,1768,997,2671
34,1795,1936,941,2627
35,1708,1909,909,2649
36,1680,1880,941,2631
37,1684,1891,980,2649
38,1764,1923,1001,2642
39,1765,1989,1017,2651
40,1803,2012,1056,2606
41,1877,2056,971,2614
42,1767,1993,930,2579
43,1767,1955,966,2599
44,1816,2083,919,2526
45,1854,2032,884,2522
46,1908,2060,883,2517
47,1868,2078,948,2495
48,1665,1930,951,2483
49,1836,2100,909,2438
50,1829,2082,922,2492
51,1784,2139,877,2441
52,1785,2132,944,2436
53,1771,2129,865,2382
54,1747,2157,857,2423
55,1714,2180,835,2391
56,1787,2146,871,2388
57,1740,2137,862,2350
58,1784,2084,863,2372
59,1761,2045,898,2368
60,1604,1968,930,2377
61,1675,2070,923,2388
62,1616,2022,922,2364
63,1612,2026,881,2340
64,1766,2106,906,2370
65,1791,2236,883,2400
66,1840,2201,929,2390
67,1773,2231,970,2385
68,1779,2202,983,2371
69,1772,2266,919,2406
70,1777,2233,924,2371
71,1724,2156,1036,2304
72,1669,2205,1152,2288
73,1661,2236,1188,2325
74,1630,2205,1107,2362
75,1606,2237,1072,2301
76,1641,2254,1055,2325
77,1607,2228,1116,2356
78,1675,2268,1056,2356
79,1638,2278,1088,2372
80,1596,2268,1057,2352
81,1655,2239,1018,2358
82,1626,2237,1042,2364
83,1568,2254,1065,2380
84,1534,2262,1020,2292
85,1569,2260,994,2291
86,1575,2273,968,2267
87,1739,2457,954,2244
88,1588,2400,915,2239
89,1541,2353,914,2247
90,1522,2351,815,2330
91,1524,2390,749,2302
92,1441,2438,819,2210
93,1481,2378,776,2156
94,1429,2365,744,2085
95,1838,2668,439,1888
96,1387,2336,430,1882
97,1632,2536,426,1816
98,1826,2628,334,1804
99,1431,2389,338,1796
100,1425,2354,287,1739
101,1504,2388,339,1768
102,1483,2389,289,1724
103,1528,2463,445,1794
104,1573,2486,567,1677
105,1632,2509,309,1577
106,1512,2482,367,1572
107,1748,2507,354,1619
108,1639,2473,498,1732
109,1802,2519,660,1816
110,1729,2476,460,1668
111,1652,2469,359,1662
112,1601,2471,405,1676
113,1165,2417,364,1680
114,1690,2480,254,1672
115,1601,2445,312,1710
116,1656,2451,313,1735
117,1444,2495,366,1731
118,1441,2515,430,1719
119,1342,2503,443,1752
120,1144,2426,428,1736
121,983,2349,480,1754
122,926,2379,638,1739
123,950,2402,502,1637
124,1120,2483,433,1544
125,1028,2421,445,1589
126,913,2461,476,1507
127,890,2488,452,1485
128,920,2515,410,1511
129,916,2523,578,1634
130,913,2540,691,1577
131,929,2564,883,1701
132,950,2612,687,1606
133,927,2585,656,1607
134,947,2606,666,1587
135,927,2639,718,1628
136,897,2583,758,1634
137,945,2594,776,1647
138,949,2591,743,1652
139,940,2586,785,1608
140,926,2599,785,1597
141,974,2574,765,1588
142,968,2565,765,1569
143,1069,2531,753,1592
144,929,2559,780,1573
145,1038,2486,844,1576
146,1169,2446,791,1600
147,1179,2464,881,1635
148,1070,2441,819,1583
149,1135,2436,779,1553
150,1116,2468,845,1573
151,1119,2470,789,1576
152,1082,2415,816,1485
153,1085,2412,836,1582
154,1100,2391,857,1550
155,1093,2379,955,1558
156,1083,2385,974,1539
157,1027,2450,1007,1590
158,1062,2446,956,1504
159,1041,2421,961,1477
160,1003,2408,928,1413
161,965,2480,885,1378
162,992,2448,908,1369
163,990,2419,881,1366
164,987,2445,949,1390
165,998,2454,883,1379
166,1028,2392,926,1341
167,1001,2408,784,1324
168,1028,2394,826,1368
169,962,2412,792,1362
170,960,2400,888,1332
171,971,2438,857,1289
172,970,2402,808,1276
173,907,2370,1072,1587
174,909,2343,1111,1609
175,927,2373,1105,1624
176,858,2336,1122,1643
177,938,2326,1211,1645
178,932,2366,1181,1659
179,868,2281,1309,1555
180,927,2271,1313,1600
181,947,2292,1259,1585
182,900,2226,1399,1585
183,860,2251,1294,1632
184,817,2298,1389,1609
185,875,2223,1448,1542
186,822,2245,1391,1535
187,766,2232,1418,1527
188,804,2231,1566,1309
189,817,2197,1603,1327
190,731,2189,1667,1229
191,795,2202,1668,1308
192,744,2232,1651,1312
193,755,2146,1663,1369
194,801,2143,1721,1408
195,1080,2504,1702,1506
196,750,2212,1736,1500
197,1061,2459,1659,1496
198,927,2316,1769,1537
199,832,2307,1752,1541
200,712,2189,1776,1569
201,759,2178,1800,1562
202,907,2274,1775,1558
203,804,2101,1779,1569
204,786,2156,1611,1698
205,743,2057,1757,1616
206,741,2056,1722,1601
207,728,2042,1722,1676
208,766,2026,1785,1685
209,723,2029,1773,1637
210,754,2054,1691,1628
211,730,2028,1714,1582
212,753,2012,1813,1654
213,710,2022,1777,1658
