count,x1,y1,x2,y2
0,5675,6414,5705,6426
1,5692,6425,5688,6366
2,5679,6388,5734,6445
3,5638,6375,5659,6383
4,5667,6398,5687,6409
5,5685,6396,5683,6395
6,5692,6398,5707,6427
7,5680,6397,5744,6423
8,5659,6369,5701,6438
9,5680,6426,5663,6376
10,5717,6436,5725,6419
11,5691,6410,5722,6420
12,5669,6385,5671,6397
13,5697,6396,5687,6409
14,5674,6393,5730,6474
15,5726,6406,5680,6359
16,5730,6461,5701,6413
17,5704,6411,5672,6382
18,5720,6398,5671,6397
19,5689,6415,5677,6426
20,5686,6381,5658,6372
21,5693,6389,5659,6374
22,5730,6446,5685,6407
23,5701,6428,5693,6401
24,5662,6417,5700,6382
25,5670,6406,5663,6391
26,5699,6454,5675,6389
27,5651,6391,5680,6402
28,5718,6445,5703,6412
29,5670,6406,5647,6375
30,5677,6394,5706,6428
31,5683,6407,5655,6342
32,5721,6446,5657,6390
33,5625,6359,5669,6392
34,5706,6453,5627,6381
35,5682,6389,5628,6357
36,5666,6393,5653,6394
37,5670,6434,5636,6397
38,5496,6223,5490,6180
39,5490,6173,5529,6173
40,5583,6239,5602,6198
41,5656,6232,5562,6173
42,5549,6184,5594,6163
43,5653,6284,5573,6164
44,5631,6264,5667,6291
45,5652,6240,5543,6217
46,5490,6143,5511,6157
47,5525,6098,5558,6124
48,5555,6170,5486,6146
49,5470,6104,5490,6145
50,5600,6199,5554,6195
51,5599,6175,5686,6266
52,5573,6226,5587,6168
53,5643,6193,5605,6229
54,5643,6238,5629,6244
55,5597,6187,5621,6158
56,5582,6152,5635,6183
57,5658,6188,5632,6167
58,5630,6131,5665,6195
59,5665,6195,5701,6251
60,5743,6294,5819,6294
61,5844,6304,5891,6296
62,5805,6237,5783,6217
63,5762,6166,5717,6161
64,5758,6177,0,0
65,5812,6221,5707,6414
66,5663,6385,5868,6155
67,5743,6352,5754,6351
68,5758,6368,5668,6523
69,5694,6456,5614,6486
70,5697,6431,5567,6390
71,5828,6392,5733,6474
72,5726,6455,5744,6459
73,5696,6384,5685,6366
74,5693,6381,5730,6424
75,5686,6367,5764,6444
76,5672,6295,5773,6291
77,5628,6346,5758,6280
78,5802,6258,5824,6279
79,5842,6319,5777,6242
80,5777,6242,5847,6272
81,5842,6301,5791,6247
82,5779,6297,5826,6258
83,5826,6258,5774,6285
84,5792,6269,5761,6291
85,5761,6291,5808,6320
86,5746,6491,5801,6300
87,5787,6267,5805,6273
88,5805,6273,5762,6227
89,5767,6246,5780,6265
90,5816,6283,5754,6251
91,5754,6251,5776,6269
92,5792,6271,5861,6314
93,5804,6281,5787,6289
94,5848,6340,5760,6295
95,5772,6277,5812,6294
96,5812,6294,5797,6280
97,5797,6280,5870,6326
98,5819,6307,5765,6281
99,5772,6264,5737,6286
100,5870,6276,5787,6235
101,5789,6253,5777,6262
102,5789,6271,5798,6282
103,5781,6293,5817,6251
104,5791,6265,5823,6283
105,5823,6283,5749,6277
106,5901,6302,5891,6288
107,5766,6444,5796,6289
108,5796,6289,5746,6294
109,5746,6294,5779,6449
110,5835,6293,5757,6233
111,5815,6234,5905,6301
112,5743,6244,5814,6287
113,5851,6281,5789,6484
114,5789,6484,5797,6267
115,5853,6308,5761,6241
116,5787,6270,5773,6281
117,5773,6281,5802,6455
118,5802,6455,5808,6307
119,5840,6250,5921,6355
120,5921,6355,5810,6291
121,5810,6291,5820,6277
122,5820,6243,5823,6313
123,5823,6313,5745,6263
124,5853,6266,5839,6308
125,5839,6308,5806,6251
126,5805,6289,5801,6272
127,5801,6272,5886,6292
128,5886,6292,5825,6294
129,5800,6253,5809,6312
130,5809,6312,5819,6288
131,5844,6259,5811,6312
132,5811,6312,5838,6302
133,5790,6305,0,0
134,5789,6277,5797,6316
135,5797,6316,5814,6328
136,5814,6328,5861,6305
