count,x1,y1,x2,y2
0,3142,1997,1678,1964
1,3216,1933,1702,1937
2,3092,1941,1716,1921
3,3141,1976,1670,1938
4,3188,1995,1706,1959
5,3061,1965,1698,1953
6,2955,2019,1728,1953
7,2997,2046,1739,1950
8,2986,2021,1665,1960
9,2951,2083,1709,1937
10,2995,2007,1710,1936
11,2992,2059,1718,1955
12,2922,2041,1716,1929
13,3040,2101,1753,1931
14,2906,2048,1693,1952
15,2893,2096,1692,1901
16,2783,2061,1670,1893
17,2839,2069,1716,1887
18,2805,2103,1740,1935
19,2853,2134,1755,1938
20,2787,2121,1752,1936
21,2859,2127,1714,1888
22,2813,2146,1741,1888
23,2827,2112,1784,1887
24,2790,2148,1815,1902
25,2801,2151,1774,1963
26,2771,2181,1776,1939
27,2783,2164,1751,1851
28,2755,2221,1750,1884
29,2834,2223,1768,1910
30,2835,2180,1710,1893
31,2871,2212,1713,1827
32,3023,2239,1636,1794
33,2809,2149,1635,1782
34,2869,2210,1628,1757
35,2843,2272,1608,1775
36,2852,2305,1625,1774
37,2910,2275,1660,1775
38,2857,2304,1667,1754
39,2878,2308,1656,1731
40,2854,2354,1575,1741
41,2808,2344,1642,1715
42,2785,2359,1649,1730
43,2794,2359,1656,1695
44,2775,2373,1585,1700
45,2804,2363,1557,1671
46,2797,2381,1519,1646
47,2784,2437,1569,1627
48,3032,2517,1533,1603
49,2753,2451,1507,1612
50,3072,2544,1418,1620
51,2843,2496,1423,1565
52,2783,2494,1454,1540
53,2833,2542,1490,1591
54,2771,2528,1543,1567
55,2796,2563,1570,1590
56,2718,2586,1599,1550
57,2728,2586,1600,1502
58,2693,2620,1615,1478
59,2708,2628,1617,1436
60,2688,2647,1655,1412
61,2681,2666,1693,1383
62,2644,2657,1691,1390
63,2639,2693,1751,1351
64,2583,2666,1784,1324
65,2602,2700,1762,1346
66,2593,2684,1755,1315
67,2605,2723,1761,1356
68,2553,2672,1716,1310
69,2480,2672,1727,1306
70,2521,2700,1722,1319
71,2468,2702,1799,1292
72,2464,2692,1777,1300
73,2375,2633,1799,1271
74,2598,2763,1824,1215
75,2247,2560,1843,1242
76,2181,2534,1835,1242
77,2378,2692,1850,1217
78,2250,2634,1949,1244
79,2235,2598,1880,1193
80,2161,2621,1872,1103
81,2100,2629,1821,1039
82,2054,2632,1968,1177
83,1996,2594,1937,1189
84,2027,2617,1960,1158
85,1995,2622,1981,1206
86,1893,2608,1950,1197
87,2100,2784,1895,1155
88,2091,2765,1904,1206
89,2108,2765,1949,1223
90,2139,2781,1961,1236
91,1980,2749,1977,1240
92,1903,2662,1923,1207
93,1894,2674,1930,1204
94,1854,2718,1989,1207
95,1845,2707,2012,1211
96,1855,2706,2061,1211
97,1768,2680,2077,1213
98,1788,2713,2158,1203
